,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood,Moods,RF_Results
3058,Touch,Atlas: II,Sleeping At Last,2019-11-01,256299,71,0,1,0.18,0.415,0.955,0.104,3.79e-06,0.104,-11.83,0.0426,82.006,3,1,Sad,True
3059,crash,vertigo,EDEN,2018-01-19,232412,66,0,0,0.185,0.503,0.872,0.212,0.000293,0.12,-12.735,0.0658,118.492,4,1,Sad,True
3060,idfc,deadroses,blackbear,2015-02-14,245172,79,1,0,0.315,0.63,0.611,0.5,4.04e-05,0.114,-8.755,0.0611,144.871,4,1,Sad,True
3061,Superficial Love,The Intro,Ruth B.,2015-11-27,207973,68,8,1,0.488,0.477,0.928,0.242,0.0,0.0818,-9.162,0.0529,43.509,4,1,Sad,True
3062,No Right To Love You - Acoustic,No Right To Love You (Acoustic),Rhys Lewis,2018-05-18,229557,0,1,1,0.52,0.531,0.866,0.269,0.0,0.116,-10.6,0.0406,84.186,4,1,Sad,True
3063,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,81,1,1,0.604,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4,1,Sad,True
3064,In My Head,In My Head,Peter Manos,2018-05-24,214533,66,9,0,0.0747,0.499,0.745,0.181,0.00123,0.106,-15.359,0.0429,111.956,4,1,Sad,True
3065,Already Gone,"Covers, Vol. 2",Sleeping At Last,2016-11-04,243007,72,3,1,0.298,0.418,0.954,0.248,4.21e-06,0.108,-9.997,0.0451,130.953,4,1,Sad,True
3066,I Found,5AM (Expanded Edition),Amber Run,2015-04-20,273000,76,7,0,0.252,0.567,0.862,0.303,0.00563,0.104,-12.481,0.0351,124.949,4,1,Sad,True
3067,Robin Hood,Robin Hood,Anson Seabra,2018-09-21,221538,67,4,1,0.324,0.731,0.952,0.153,0.0,0.134,-14.409,0.0562,78.072,4,1,Sad,True
3068,July,July,Noah Cyrus,2019-07-31,156106,2,9,0,0.321,0.708,0.868,0.186,0.0,0.0779,-8.953,0.0422,72.541,4,1,Sad,True
3069,Waves,A Place We Knew,Dean Lewis,2019-03-22,240013,77,11,0,0.343,0.518,0.183,0.729,0.0,0.0643,-7.193,0.0452,156.879,4,1,Sad,True
3070,The Story Never Ends,I met you when I was 18. (the playlist),Lauv,2018-05-31,229029,67,9,1,0.351,0.614,0.911,0.126,0.0,0.148,-9.403,0.0376,119.945,4,1,Sad,True
3071,I Can't Carry This Anymore,I Can't Carry This Anymore,Anson Seabra,2019-01-11,200000,0,3,1,0.456,0.451,0.907,0.0873,2.46e-06,0.354,-16.815,0.063,166.598,4,1,Sad,True
3072,That's Us,That's Us,Anson Seabra,2019-05-17,270461,0,10,1,0.253,0.535,0.969,0.115,6.17e-06,0.175,-15.097,0.0526,129.117,4,1,Sad,True
3073,Tell Me That You Love Me,Tell Me That You Love Me,James Smith,2018-12-06,194658,68,6,1,0.319,0.536,0.402,0.317,0.0,0.11,-8.752,0.0359,143.89,4,1,Sad,True
3074,If By Chance,Safe Haven,Ruth B.,2017-05-05,303653,71,10,1,0.256,0.405,0.881,0.279,0.0,0.0933,-8.099,0.0334,119.85,4,1,Sad,True
3075,Welcome to Wonderland,Welcome to Wonderland,Anson Seabra,2018-04-20,199131,75,4,1,0.346,0.703,0.949,0.179,0.0,0.102,-10.906,0.0366,97.427,3,1,Sad,True
3076,Break My Heart Again,Break My Heart Again,FINNEAS,2018-02-09,238012,66,4,0,0.483,0.402,0.907,0.151,0.0,0.0941,-14.227,0.0395,144.293,4,1,Sad,True
3077,12:45 - Stripped,12:45 (Stripped),Etham,2018-10-26,179013,67,5,1,0.397,0.459,0.634,0.214,0.0,0.125,-10.66,0.0403,163.816,4,1,Sad,True
3078,Last Time,Last Time,Anson Seabra,2019-11-06,226323,0,3,1,0.528,0.546,0.922,0.138,1.42e-06,0.105,-14.458,0.0666,136.063,4,1,Sad,True
3079,Rise Up,Cheers to the Fall,Andra Day,2015-08-28,253342,74,1,1,0.174,0.398,0.805,0.316,0.0,0.295,-7.031,0.0368,118.582,4,1,Sad,True
3080,Before You Go,Before You Go,Lewis Capaldi,2019-11-19,215106,78,3,1,0.183,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1,Sad,True
3081,Someone To Stay,Someone To Stay,Vancouver Sleep Clinic,2016-11-04,254013,61,1,1,0.242,0.436,0.588,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,4,1,Sad,True
3082,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,1,1,0.356,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1,Sad,True
3083,Falling Like The Stars,YOU,James Arthur,2019-10-18,211653,71,6,1,0.164,0.3,0.79,0.347,2.14e-06,0.111,-9.542,0.0364,169.361,3,1,Sad,True
3084,Can You Feel the Love Tonight,Can You Feel the Love Tonight,Anson Seabra,2019-02-14,234471,50,5,1,0.374,0.586,0.948,0.0584,0.00084,0.0974,-19.519,0.0352,125.99,4,1,Sad,True
3085,Jealous,Jealous,Labrinth,2014-11-21,287693,7,1,1,0.104,0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,3,1,Sad,True
3086,Lay By Me,Melancholic,Ruben,2019-05-03,170830,68,10,1,0.381,0.461,0.873,0.195,0.0,0.11,-7.301,0.0352,110.193,4,1,Sad,True
3087,Trying My Best,Trying My Best,Anson Seabra,2019-12-13,222467,0,5,1,0.342,0.561,0.95,0.0587,0.0,0.0828,-17.819,0.0762,143.027,1,1,Sad,True
3088,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,75,0,1,0.343,0.507,0.855,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1,Sad,True
3089,scared,brent,Jeremy Zucker,2019-05-03,207520,68,5,1,0.347,0.583,0.933,0.075,1.4e-06,0.111,-15.843,0.0726,108.418,4,1,Sad,True
3090,I Lost a Friend,I Lost a Friend,FINNEAS,2019-05-03,237020,61,11,1,0.216,0.453,0.587,0.209,0.0,0.119,-11.917,0.223,169.316,4,1,Sad,True
3091,Grace - Acoustic,Grace (Acoustic),Lewis Capaldi,2018-11-16,199973,54,3,1,0.357,0.442,0.94,0.153,0.0,0.363,-10.371,0.035,99.57,4,1,Sad,True
3092,Surrender,Surrender,Natalie Taylor,2015-10-29,183103,0,5,0,0.077,0.39,0.8,0.448,0.182,0.107,-8.57,0.0276,144.89,5,1,Sad,True
3093,This City,This City,Sam Fischer,2019-12-11,194853,81,11,1,0.519,0.605,0.733,0.377,0.0,0.0808,-6.213,0.0443,73.877,4,1,Sad,True
3094,One,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,179907,66,9,1,0.512,0.708,0.834,0.339,0.0,0.128,-7.085,0.0409,117.995,4,1,Sad,True
3095,Forever,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,210863,74,1,1,0.364,0.646,0.873,0.355,0.0,0.115,-7.119,0.0263,84.988,4,1,Sad,True
3096,Maybe It Was Me,Maybe It Was Me,Sody,2018-09-28,179320,58,5,1,0.251,0.457,0.729,0.333,0.0,0.166,-9.76,0.131,166.463,4,1,Sad,True
3097,Amazing Grace,Amazing Grace,Sleeping At Last,2020-02-25,235424,39,11,1,0.156,0.354,0.942,0.108,0.0,0.11,-15.308,0.0795,86.655,3,1,Sad,True
3098,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,78,9,1,0.707,0.773,0.836,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4,1,Sad,True
3099,Better Than Today,Better Than Today,Rhys Lewis,2019-01-04,230353,1,0,1,0.408,0.387,0.736,0.234,0.0,0.084,-8.861,0.0373,78.65,4,1,Sad,True
3100,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,86,8,1,0.331,0.422,0.922,0.264,0.0,0.132,-7.064,0.0322,119.93,4,1,Sad,True
3101,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,4,0,0.131,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1,Sad,True
3102,Godspeed,Blonde,Frank Ocean,2016-08-20,177922,76,6,1,0.0773,0.421,0.931,0.0952,0.000201,0.126,-12.561,0.0479,109.698,4,1,Sad,True
3103,IDK You Yet,IDK You Yet,Alexander 23,2020-04-09,184638,5,1,1,0.191,0.629,0.884,0.306,0.0776,0.124,-11.735,0.0424,76.994,1,1,Sad,True
3104,People Help the People,Birdy (Deluxe Version),Birdy,2011-11-04,256236,56,10,0,0.153,0.407,0.778,0.308,1.46e-05,0.092,-9.001,0.0296,73.254,3,1,Sad,True
3105,I'll Be Good,Habits of My Heart,Jaymes Young,2014-09-28,248554,58,7,1,0.133,0.455,0.715,0.284,1.47e-06,0.0897,-10.774,0.0322,133.936,3,1,Sad,True
3106,Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,219535,0,4,1,0.325,0.468,0.921,0.205,0.0,0.107,-11.014,0.0412,125.343,4,1,Sad,True
3107,Skinny Love,Birdy,Birdy,2011-11-04,201080,74,4,1,0.169,0.379,0.952,0.29,0.00106,0.118,-8.485,0.051,166.467,4,1,Sad,True
3108,Truce,Vessel,Twenty One Pilots,2013-01-08,142546,61,7,1,0.342,0.537,0.994,0.0231,0.0471,0.146,-14.407,0.0475,120.322,4,1,Sad,True
3109,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,80,0,1,0.12,0.421,0.952,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,1,Sad,True
3110,Roslyn,Stories,Ben Pellow,2017-04-06,317440,65,1,1,0.0709,0.267,0.946,0.0563,0.00567,0.109,-14.171,0.0375,134.347,5,1,Sad,True
3111,listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,242652,77,0,1,0.082,0.319,0.935,0.0561,0.00384,0.388,-23.023,0.045,79.764,3,1,Sad,True
3112,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,87,4,0,0.12,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4,1,Sad,True
3113,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,82,4,1,0.198,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4,1,Sad,True
3114,I Can't Carry This Anymore,I Can't Carry This Anymore,Anson Seabra,2019-01-11,200000,0,3,1,0.456,0.451,0.907,0.0873,2.46e-06,0.354,-16.815,0.063,166.598,4,1,Sad,True
3115,Six Feet Under,Six Feet Under,Sara Phillips,2018-12-14,222090,29,9,1,0.169,0.482,0.937,0.24,6.16e-06,0.125,-12.191,0.0311,99.365,1,1,Sad,True
3116,All I Want,The Kodaline EP,Kodaline,2012-09-07,306600,0,0,1,0.159,0.189,0.114,0.426,0.0885,0.058,-9.084,0.045,187.281,3,1,Sad,True
3117,Already Gone,Already Gone,Sleeping At Last,2015-10-06,240790,58,3,1,0.327,0.447,0.956,0.206,4.56e-06,0.107,-11.75,0.0519,66.734,4,1,Sad,True
3118,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187898,0,4,1,0.119,0.493,0.898,0.13,0.0223,0.0941,-18.725,0.0369,109.852,4,1,Sad,True
3119,I Found,5AM (Expanded Edition),Amber Run,2015-04-20,273000,76,7,0,0.252,0.567,0.862,0.303,0.00563,0.104,-12.481,0.0351,124.949,4,1,Sad,True
3120,Robin Hood,Robin Hood,Anson Seabra,2018-09-21,221538,67,4,1,0.324,0.731,0.952,0.153,0.0,0.134,-14.409,0.0562,78.072,4,1,Sad,True
3121,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,2018-10-08,179080,81,1,0,0.0895,0.498,0.72,0.235,0.0,0.144,-16.541,0.188,118.917,4,1,Sad,True
3122,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,80,0,1,0.12,0.421,0.952,0.131,0.00453,0.109,-18.435,0.0382,137.446,4,1,Sad,True
3123,Hold On,Hold On,Chord Overstreet,2017-02-03,198853,81,2,1,0.167,0.618,0.469,0.443,0.0,0.0829,-9.681,0.0526,119.949,4,1,Sad,True
3124,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,182160,87,1,1,0.446,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,1,Sad,True
3125,In My Head,In My Head,Peter Manos,2018-05-24,214533,66,9,0,0.0747,0.499,0.745,0.181,0.00123,0.106,-15.359,0.0429,111.956,4,1,Sad,True
3126,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,81,1,1,0.604,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4,1,Sad,True
3127,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,76,7,1,0.137,0.481,0.8,0.267,0.0,0.249,-9.249,0.0339,117.64,3,1,Sad,True
3128,That's Us,That's Us,Anson Seabra,2019-05-17,270461,0,10,1,0.253,0.535,0.969,0.115,6.17e-06,0.175,-15.097,0.0526,129.117,4,1,Sad,True
3129,better off,glisten,Jeremy Zucker,2018-05-04,193946,68,8,0,0.46,0.708,0.747,0.322,9.24e-05,0.137,-12.46,0.0371,98.892,4,1,Sad,True
3130,Broken,Broken,Anson Seabra,2019-08-08,305675,0,6,1,0.239,0.551,0.957,0.0754,0.0,0.154,-14.203,0.059,98.348,4,1,Sad,True
3131,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,220492,81,4,1,0.361,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,111.202,4,1,Sad,True
3132,Trying My Best,Trying My Best,Anson Seabra,2019-12-13,222467,0,5,1,0.342,0.561,0.95,0.0587,0.0,0.0828,-17.819,0.0762,143.027,1,1,Sad,True
3133,Hold Me While You Wait,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,205686,78,11,1,0.162,0.688,0.443,0.53,0.0,0.0995,-5.507,0.0333,106.958,4,1,Sad,True
3134,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,1,1,0.356,0.501,0.885,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1,Sad,True
3135,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,84,3,1,0.183,0.459,0.604,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1,Sad,True
3136,Touch,Atlas: II,Sleeping At Last,2019-11-01,256299,71,0,1,0.18,0.415,0.955,0.104,3.79e-06,0.104,-11.83,0.0426,82.006,3,1,Sad,True
3137,Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,75,0,1,0.343,0.507,0.855,0.204,0.0,0.143,-11.575,0.0504,77.765,4,1,Sad,True
3138,Falling,Fine Line,Harry Styles,2019-12-13,240133,85,4,1,0.0592,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4,1,Sad,True
3139,Hard Sometimes,Free Time,Ruel,2019-09-13,269493,67,10,1,0.216,0.407,0.845,0.317,2.66e-06,0.139,-7.895,0.0429,81.899,4,1,Sad,True
3140,Moral of the Story,Moral of the Story,Ashe,2019-02-14,201083,76,10,1,0.265,0.572,0.587,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,4,1,Sad,True
3141,you were good to me (bonus track),love is not dying,Jeremy Zucker,2020-04-17,219146,0,2,1,0.206,0.469,0.897,0.08,4.22e-05,0.112,-15.489,0.0425,101.238,4,1,Sad,True
3142,Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,77,6,1,0.257,0.589,0.914,0.242,0.0,0.0887,-10.517,0.0442,89.749,4,1,Sad,True
3143,As the World Caves In,As the World Caves In,Matt Maltese,2017-03-06,218754,77,10,1,0.18,0.331,0.365,0.45,0.00464,0.22,-5.362,0.034,123.829,4,1,Sad,True
3144,Sparks,Parachutes,Coldplay,2000-07-10,227093,80,1,1,0.165,0.371,0.748,0.268,0.0517,0.104,-10.506,0.0281,102.617,3,1,Sad,True
3145,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0,0,0.437,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1,Sad,True
3146,changes,?,XXXTENTACION,2018-03-16,121886,81,11,1,0.52,0.669,0.883,0.308,0.0,0.0984,-10.068,0.029,64.934,4,1,Sad,True
3147,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",Lil Peep,2018-11-09,196400,81,4,0,0.273,0.669,0.0175,0.574,0.00294,0.146,-6.442,0.0286,120.013,4,1,Sad,True
3148,the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,160184,81,1,1,0.271,0.699,0.779,0.304,0.000993,0.137,-11.192,0.0993,119.705,4,1,Sad,True
3149,Feeling Whitney,Stoney (Deluxe),Post Malone,2016-12-09,257266,76,0,1,0.226,0.412,0.787,0.227,4.69e-06,0.282,-12.696,0.0359,80.111,4,1,Sad,True
3150,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,4,1,0.0823,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1,Sad,True
3151,that way,all the things i never said,Tate McRae,2020-01-24,175026,81,0,1,0.333,0.453,0.728,0.383,0.0,0.387,-11.015,0.163,105.029,4,1,Sad,True
3152,tear myself apart,tear myself apart,Tate McRae,2019-08-28,168546,61,9,0,0.309,0.478,0.162,0.504,0.0,0.119,-6.91,0.0305,86.048,4,1,Sad,True
3153,It's Ok,The Pleasant Trees,Tom Rosenthal,2014-09-01,191352,71,8,0,0.0607,0.561,0.871,0.111,0.205,0.103,-15.11,0.0324,148.191,4,1,Sad,True
3154,listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,242652,77,0,1,0.082,0.319,0.935,0.0561,0.00384,0.388,-23.023,0.045,79.764,3,1,Sad,True
3155,Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,82,0,1,0.236,0.522,0.536,0.385,0.0,0.135,-7.355,0.0288,89.792,4,1,Sad,True
3156,Say,Ready,Ruel,2018-06-15,227433,63,3,1,0.447,0.617,0.771,0.315,0.0,0.0809,-7.998,0.0326,119.822,3,1,Sad,True
3157,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,82,6,0,0.243,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4,1,Sad,True
3158,Wasted,MKTO,MKTO,2012,184213,64,6,1,0.416,0.313,0.787,0.429,0.0,0.0863,-7.415,0.0343,77.27,4,1,Sad,True
3159,Train Wreck,Back from the Edge,James Arthur,2016-10-28,208826,82,6,0,0.225,0.311,0.701,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,1,Sad,True
3160,My Tears Are Becoming A Sea,"Hurry Up, We're Dreaming",M83,2011,151826,61,4,1,0.0723,0.194,0.11,0.376,0.386,0.593,-11.356,0.0463,48.637,3,1,Sad,True
3161,Someone To Stay,Revival,Vancouver Sleep Clinic,2017-04-07,254013,68,1,1,0.242,0.436,0.588,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,4,1,Sad,True
3162,Star Shopping,Star Shopping,Lil Peep,2015,142000,84,4,0,0.323,0.585,0.0967,0.471,0.0184,0.115,-9.934,0.0616,93.099,4,1,Sad,True
3163,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,83,1,0,0.0784,0.498,0.511,0.59,0.0,0.107,-4.721,0.032,145.867,4,1,Sad,True
3164,Atlantis,Tell Me It's Real (Expanded Edition),Seafret,2016-01-29,229173,75,8,0,0.213,0.4,0.0529,0.479,2.14e-06,0.115,-7.989,0.0308,166.159,4,1,Sad,True
3165,Half Light,Half Light,BANNERS,2016-05-27,185946,65,10,1,0.352,0.532,0.816,0.392,0.0,0.122,-7.502,0.0289,151.879,4,1,Sad,True
3166,Unspoken,Unspoken,Aaron Smith,2019-07-19,210000,52,2,1,0.347,0.376,0.958,0.172,0.0,0.354,-13.372,0.0379,143.398,4,1,Sad,True
3167,Two,Atlas: Enneagram,Sleeping At Last,2019-07-11,258609,61,4,1,0.299,0.504,0.902,0.327,7.63e-06,0.445,-9.49,0.0367,132.803,4,1,Sad,True
3168,Berlin,Dawn,RY X,2016-05-06,174172,59,7,1,0.0384,0.393,0.963,0.0668,0.105,0.107,-20.755,0.0404,136.938,4,1,Sad,True
3169,Roslyn,Stories,Ben Pellow,2017-04-06,317440,65,1,1,0.0709,0.267,0.946,0.0563,0.00567,0.109,-14.171,0.0375,134.347,5,1,Sad,True
3170,Youth,If You Leave,Daughter,2013-01-01,253013,64,0,1,0.408,0.4,0.887,0.525,0.00543,0.117,-11.294,0.0435,146.977,4,1,Sad,True
3171,Truce,Vessel,Twenty One Pilots,2013-01-08,142546,61,7,1,0.342,0.537,0.994,0.0231,0.0471,0.146,-14.407,0.0475,120.322,4,1,Sad,True
3172,Fine Line,Fine Line,Harry Styles,2019-12-13,377960,78,2,1,0.0511,0.306,0.172,0.347,0.00013,0.0485,-8.5,0.0334,120.996,4,1,Sad,True
3173,before I close my eyes,?,XXXTENTACION,2018-03-16,99658,68,9,1,0.334,0.356,0.976,0.143,1.89e-05,0.111,-15.148,0.0388,75.522,4,1,Sad,True
3174,Tell Me Why I'm Waiting,Passion & Confusion,Timmies,2017-04-14,123927,0,6,0,0.178,0.671,0.799,0.277,0.000304,0.0655,-11.185,0.0564,123.986,4,1,Sad,True
3175,Heaven's Not Too Far,We Three,We Three,2018-12-14,242746,61,9,1,0.146,0.468,0.399,0.415,0.0,0.0978,-6.583,0.0304,116.724,4,1,Sad,True
3176,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,5,1,0.27,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3,1,Sad,True
3177,Where's My Love,SYML,SYML,2019-05-03,202009,78,0,0,0.365,0.608,0.854,0.358,0.0186,0.113,-10.018,0.0253,103.94,4,1,Sad,True
3178,Ribs,Pure Heroine (Extended),Lorde,2013-01-01,258969,75,4,1,0.0399,0.511,0.534,0.472,0.614,0.11,-9.277,0.091,127.978,4,1,Sad,True
3179,Take on the World,Night People,You Me At Six,2017-01-06,271306,66,2,1,0.122,0.557,0.16,0.532,4.42e-06,0.0999,-6.467,0.0307,103.992,4,1,Sad,True
3180,Bored,Bored,Billie Eilish,2017-03-30,180933,88,7,1,0.112,0.614,0.896,0.318,0.00239,0.0795,-12.695,0.0478,119.959,4,1,Sad,True
3181,Fix You,X&Y,Coldplay,2005-06-07,295533,82,3,1,0.124,0.209,0.164,0.417,0.00196,0.113,-8.74,0.0338,138.178,4,1,Sad,True
3182,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,84,5,1,0.213,0.557,0.731,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4,1,Sad,True
3183,Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347520,73,0,1,0.472,0.61,0.195,0.788,0.0142,0.153,-5.724,0.0585,101.045,4,1,Sad,True
3184,crash,vertigo,EDEN,2018-01-19,232412,66,0,0,0.185,0.503,0.872,0.212,0.000293,0.12,-12.735,0.0658,118.492,4,1,Sad,True
3185,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,78,9,1,0.707,0.773,0.836,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4,1,Sad,True
3186,7 Years (Remix),7 Years (Remix),Sik World,2016-06-04,134197,73,10,1,0.439,0.811,0.227,0.609,0.0,0.102,-8.376,0.0996,120.071,4,1,Sad,True
3187,White Blood,Oh Wonder,Oh Wonder,2015-09-04,257426,63,0,1,0.0819,0.477,0.845,0.229,0.000446,0.196,-14.402,0.0555,131.28,4,1,Sad,True
3188,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,85,4,0,0.131,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,1,Sad,True
3189,Consequences,Camila,Camila Cabello,2018-01-12,178466,68,0,1,0.43,0.455,0.889,0.292,0.0,0.106,-6.792,0.0563,84.339,5,1,Sad,True
3190,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,67,2,1,0.108,0.572,0.0283,0.499,0.0,0.213,-5.237,0.0311,101.593,4,1,Sad,True
3191,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,80,8,0,0.291,0.556,0.0689,0.538,0.0,0.196,-5.408,0.0382,143.95,4,1,Sad,True
3192,The Story,Kid Krow,Conan Gray,2020-03-20,245266,70,0,1,0.274,0.542,0.817,0.299,0.0,0.109,-10.379,0.0305,141.917,4,1,Sad,True
3193,bitches broken hearts,bitches broken hearts,Billie Eilish,2018-03-30,176471,75,0,1,0.187,0.778,0.921,0.422,0.00924,0.0958,-10.114,0.0482,120.033,4,1,Sad,True
3194,Consequences - orchestra,Consequences (orchestra),Camila Cabello,2018-10-09,181913,60,0,1,0.213,0.547,0.645,0.289,0.0,0.148,-8.131,0.0348,104.851,3,1,Sad,True
3195,The Weight,Handwritten (Deluxe),Shawn Mendes,2015-04-14,183466,53,10,1,0.333,0.476,0.416,0.496,0.0,0.0945,-6.948,0.0368,111.355,4,1,Sad,True
3196,idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,203569,79,7,1,0.247,0.483,0.737,0.412,0.0,0.116,-8.461,0.0402,170.163,3,1,Sad,True
3197,watch,dont smile at me,Billie Eilish,2017-12-22,177523,78,0,1,0.35,0.441,0.333,0.599,0.00198,0.103,-8.985,0.225,165.212,4,1,Sad,True
3198,Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,82,5,1,0.222,0.516,0.0275,0.595,0.0,0.109,-4.63,0.0313,119.972,4,1,Sad,True
3199,You Found Me,The Fray,The Fray,2009-02-02,241853,75,8,0,0.4,0.338,0.0187,0.803,0.0,0.136,-5.412,0.0413,151.994,4,1,Sad,True
3200,Otherside,No Shape,Perfume Genius,2017-05-05,160169,0,8,1,0.204,0.277,0.906,0.137,0.000494,0.223,-11.45,0.0382,143.277,3,1,Sad,True
3201,This Is Home,This Is Home,Cavetown,2015-08-03,226073,0,7,1,0.212,0.81,0.56,0.266,1.05e-06,0.0962,-12.478,0.0407,130.041,4,1,Sad,True
3202,Something's Gotta Give,Camila,Camila Cabello,2018-01-12,236360,62,5,0,0.164,0.545,0.367,0.458,0.0,0.118,-4.6,0.0279,79.943,4,1,Sad,True
3203,ocean eyes,Ocean Eyes,Billie Eilish,2016-11-18,200560,65,4,0,0.157,0.475,0.819,0.37,0.0577,0.0841,-7.725,0.0361,144.828,4,1,Sad,True
3204,I Have Questions,I Have Questions,Camila Cabello,2017-05-21,221881,63,10,0,0.22,0.393,0.405,0.555,0.0,0.105,-6.096,0.276,167.999,4,1,Sad,True
3205,Somewhere Only We Know,Hopes And Fears,Keane,2004-01-01,236160,71,9,1,0.368,0.453,0.0794,0.655,7.61e-06,0.0849,-4.22,0.0259,172.012,4,1,Sad,True
3206,I Can't Handle Change,I Can't Handle Change,Roar,2010-03-14,198213,82,5,1,0.39,0.247,0.0447,0.438,0.000867,0.111,-8.478,0.0358,185.711,3,1,Sad,True
3207,Mind Over Matter,Mind Over Matter,Young the Giant,2014-01-17,244693,67,0,1,0.293,0.466,0.000501,0.763,0.0,0.0973,-4.448,0.0318,154.914,4,1,Sad,True
